Time, Gas, T_N10
2493, 16282.10416, 54.26
2496, 16358.95833, 55.02
2499, 16210.73958, 55.59
2502, 15936.26041, 56.2
2505, 15842.93749, 56.56
2508, 15738.63541, 57.02
2511, 15667.27083, 57.35
2514, 15656.29166, 57.47
2516.87, 15562.96874, 57.65
2519.87, 15562.96874, 57.84
2523, 15480.62499, 57.93
2525.995, 15409.26041, 57.93
2528.995, 15299.46874, 57.94
2532, 15409.26041, 57.95
2535, 15299.46874, 58
2538, 15299.46874, 58.01
2541, 15222.61458, 58.04
2544, 15299.46874, 58.1
2547, 15222.61458, 58.1
2550, 15222.61458, 58.06
2553, 15222.61458, 58.08
2556, 15222.61458, 58.14
2558.87, 15222.61458, 58.09
2562, 15222.61458, 58.12
2565, 15299.46874, 58.13
2568, 15222.61458, 58.21
2571, 15222.61458, 58.27
2574, 15151.24999, 58.31
2577, 15206.14583, 58.43
2580, 15140.27083, 58.46
2583, 15129.29166, 58.51
2585.995, 15129.29166, 58.51
2588.995, 15206.14583, 58.55
2592, 15222.61458, 58.61
2595, 15222.61458, 58.56
2598, 15068.90624, 58.65
2601, 15222.61458, 58.63
2604, 14772.46874, 58.65
2607, 14854.81249, 58.7
2610, 14843.83333, 58.79
2613, 14854.81249, 58.83
2616, 14854.81249, 58.82
2619, 14854.81249, 58.76
2622, 14964.60416, 58.79
2625, 14964.60416, 58.81
2628, 15030.47916, 58.82
2631, 15035.96874, 58.82
2634, 15129.29166, 58.75
2637, 15211.63541, 58.78
2640, 15112.82291, 58.81
2643, 15035.96874, 58.89
2645.995, 15140.27083, 59.05
2648.995, 15112.82291, 59.2
2652, 15035.96874, 59.28
2655, 15222.61458, 59.37
2658, 15068.90624, 59.41
2661, 15129.29166, 59.48
2664, 15035.96874, 59.56
2667, 15140.27083, 59.53
2670, 15129.29166, 59.59
2673, 15140.27083, 59.56
2676, 15123.80208, 59.56
2679, 15112.82291, 59.61
2682, 15195.16666, 59.66
2685, 15035.96874, 59.74
2688, 15123.80208, 59.78
2691, 15112.82291, 59.77
2693.87, 15035.96874, 59.88
2697, 15035.96874, 59.95
2700, 15035.96874, 59.93
2703, 15030.47916, 59.93
2705.995, 14964.60416, 59.93
2708.995, 15030.47916, 59.88
2712, 15140.27083, 59.88
2715, 15035.96874, 59.95
2718, 15035.96874, 59.93
2721, 15035.96874, 59.99
2724, 14926.17708, 60.07
2727, 14953.62499, 60.05
2730, 14854.81249, 60.09
2732.87, 14964.60416, 60.08
2735.87, 14964.60416, 60.04
2739, 14854.81249, 60.16
2742, 14964.60416, 60.05
2745, 14964.60416, 60.09
2748, 14964.60416, 60.04
2750.87, 14964.60416, 60.1
2754, 14964.60416, 60.08
2757, 14964.60416, 60.08
2760, 14964.60416, 60.09
2763, 14964.60416, 60.17
2765.995, 14926.17708, 60.18
2768.995, 14854.81249, 60.18
2772, 14964.60416, 60.2
2775, 14964.60416, 60.17
2778, 14953.62499, 60.08
2781, 14964.60416, 60.14
2784, 15035.96874, 60.14
2787, 14953.62499, 60.18
2789.87, 14772.46874, 60.1
2793, 14854.81249, 60.12
2796, 14772.46874, 60.06
2799, 14761.48958, 60.1
2802, 14772.46874, 60.12
2805, 14854.81249, 60.09
2808, 14772.46874, 60.08
2811, 14854.81249, 60.1
2814, 14854.81249, 60.02
2817, 14854.81249, 59.95
2820, 14926.17708, 59.95
2823, 14777.95833, 59.98
2825.995, 14854.81249, 59.94
2828.995, 14854.81249, 59.95
2832, 14865.79166, 59.96
2835, 14865.79166, 59.97
2838, 14854.81249, 60
2841, 14854.81249, 60.01
2844, 14854.81249, 59.94
2847, 14865.79166, 59.99
2850, 14854.81249, 59.95
2853, 14893.23958, 59.98
2856, 14926.17708, 60.09
2859, 14893.23958, 60.15
2862, 14854.81249, 60.18
2865, 14854.81249, 60.2
2868, 14777.95833, 60.21
2871, 14854.81249, 60.17
2874, 14926.17708, 60.1
2877, 14854.81249, 60.08
2880, 14926.17708, 60.09
2883, 14964.60416, 60.08
2885.995, 14964.60416, 60.08
2888.995, 15003.03124, 60.02
2892, 14854.81249, 60.06
2895, 14854.81249, 60.09
2898, 14926.17708, 60.08
2901, 14854.81249, 60.16
2904, 14926.17708, 60.26
2907, 14926.17708, 60.27
2910, 14777.95833, 60.26
2913, 14854.81249, 60.25
2916, 14854.81249, 60.22
2918.87, 14893.23958, 60.22
2922, 14964.60416, 60.26
2925, 14893.23958, 60.25
2928, 14854.81249, 60.24
2931, 14854.81249, 60.18
2934, 14865.79166, 60.17
2937, 14926.17708, 60.16
2940, 14854.81249, 60.24
2943, 14772.46874, 60.25
2945.995, 14926.17708, 60.29
2948.995, 14854.81249, 60.31
2952, 14777.95833, 60.33
2955, 14772.46874, 60.36
2958, 14772.46874, 60.31
2961, 14854.81249, 60.27
2964, 14865.79166, 60.27
2966.87, 14854.81249, 60.27
2970, 14772.46874, 60.27
2973, 14854.81249, 60.23
2976, 14854.81249, 60.25
2979, 14865.79166, 60.35
2982, 14865.79166, 60.29
2985, 14772.46874, 60.35
2988, 14772.46874, 60.38
2991, 14772.46874, 60.39
2994, 14772.46874, 60.39
2997, 14772.46874, 60.35
3000, 14761.48958, 60.27
3003, 14865.79166, 60.29
3005.995, 14964.60416, 60.23
3008.995, 14937.15624, 60.26
3012, 14893.23958, 60.28
3015, 14926.17708, 60.27
3018, 14865.79166, 60.39
3021, 14854.81249, 60.42
3024, 14865.79166, 60.44
3027, 14772.46874, 60.49
3030, 14772.46874, 60.55
3033, 14854.81249, 60.46
3036, 14772.46874, 60.51
3039, 14854.81249, 60.46
3042, 14772.46874, 60.41
3045, 14854.81249, 60.46
3048, 14854.81249, 60.46
3051, 14838.34374, 60.5
3054, 14854.81249, 60.46
3057, 14854.81249, 60.47
3060, 14926.17708, 60.51
3063, 14854.81249, 60.51
3065.995, 14854.81249, 60.47
3068.995, 14854.81249, 60.48
3072, 14854.81249, 60.43
3075, 14865.79166, 60.42
3078, 14854.81249, 60.4
3081, 14854.81249, 60.44
3084, 14854.81249, 60.48
3087, 14788.93749, 60.54
3090, 14772.46874, 60.62
3093, 14772.46874, 60.66
3096, 14772.46874, 60.66
3099, 14865.79166, 60.63
3102, 14788.93749, 60.67
3105, 14761.48958, 60.56
3108, 14772.46874, 60.46
3111, 14893.23958, 60.43
3114, 14854.81249, 60.44
3117, 14865.79166, 60.42
3120, 14854.81249, 60.47
3123, 14854.81249, 60.42
3125.995, 14772.46874, 60.55
3128.995, 14772.46874, 60.6
3132, 14690.12499, 60.58
3134.87, 14679.14583, 60.64
3137.87, 14772.46874, 60.66
3141, 14772.46874, 60.68
3144, 14772.46874, 60.67
3147, 14772.46874, 60.56
3150, 14772.46874, 60.56
3153, 14777.95833, 60.55
3156, 14772.46874, 60.5
3159, 14854.81249, 60.56
3162, 14772.46874, 60.54
3164.87, 14772.46874, 60.67
3168, 14695.61458, 60.64
3171, 14772.46874, 60.63
3173.87, 14772.46874, 60.64
3177, 14772.46874, 60.64
3179.87, 14772.46874, 60.64
3183, 14772.46874, 60.62
3185.995, 14854.81249, 60.59
3188.995, 14854.81249, 60.51
3192, 14772.46874, 60.54
3195, 14772.46874, 60.55
3198, 14772.46874, 60.62
3201, 14690.12499, 60.65
3204, 14772.46874, 60.71
3207, 2195.833333, 60.71
3210, 911.270833, 60.47
3212.87, 27.44791666, 59.75
3216, 16.46874999, 58.36
3219, 16.46874999, 56.23
3222, 16.46874999, 53.58
3225, 16.46874999, 50.61
3228, 27.44791666, 47.84
3231, 16.46874999, 44.99
3234, 16.46874999, 42.34
3237, 16.46874999, 39.82
3240, 16.46874999, 37.48
3243, 27.44791666, 35.3
3245.995, 16.46874999, 33.39
3248.995, 27.44791666, 31.65
3251.87, 16.46874999, 30.1
3254.87, 16.46874999, 28.71
3258, 27.44791666, 27.42
3260.87, 16.46874999, 26.33
3264, 27.44791666, 25.26
3267, 16.46874999, 24.49
3270, 16.46874999, 23.72
3273, 16.46874999, 23.13
3276, 16.46874999, 22.56
3279, 16.46874999, 21.94
3282, 27.44791666, 21.47
3285, 16.46874999, 21.06
3288, 27.44791666, 20.64
3291, 16.46874999, 20.21
3294, 27.44791666, 19.94
3297, 16.46874999, 19.65
3300, 16.46874999, 19.32
3303, 16.46874999, 19.06
3305.995, 16.46874999, 18.85
3308.995, 27.44791666, 18.65
3312, 16.46874999, 18.5
3315, 16.46874999, 18.33
3318, 27.44791666, 18.14
3321, 27.44791666, 17.98
3324, 16.46874999, 17.78
3327, 27.44791666, 17.66
3330, 16.46874999, 17.6
3333, 27.44791666, 17.53
3336, 27.44791666, 17.48
3339, 27.44791666, 17.37
3342, 27.44791666, 17.27
3345, 27.44791666, 17.25
3348, 27.44791666, 17.15
3351, 27.44791666, 17.14
3354, 16.46874999, 17.18
3357, 27.44791666, 17.12
3360, 16.46874999, 17.2
3363, 27.44791666, 17.08
3365.995, 16.46874999, 17.03
3368.995, 16.46874999, 16.96
3372, 16.46874999, 16.94
3375, 27.44791666, 16.9
3378, 16.46874999, 16.87
3381, 16.46874999, 16.85
3384, 16.46874999, 16.82
3387, 16.46874999, 16.76
3390, 16.46874999, 16.75
3393, 16.46874999, 16.7
3396, 16.46874999, 16.69
3399, 27.44791666, 16.6
3402, 27.44791666, 16.6
3405, 16.46874999, 16.5
3408, 27.44791666, 16.46
3411, 16.46874999, 16.44
3414, 16.46874999, 16.3
3417, 27.44791666, 16.32
3420, 16.46874999, 16.25
3423, 16.46874999, 16.2
3425.995, 16.46874999, 16.18
3428.87, 16.46874999, 16.14
3431.87, 16.46874999, 16.1
3435, 16.46874999, 16.05
3438, 27.44791666, 16.02
3441, 16.46874999, 15.92
3444, 27.44791666, 15.85
3447, 27.44791666, 15.81
3450, 27.44791666, 15.83
3453, 16.46874999, 15.78
3456, 27.44791666, 15.84
3459, 16.46874999, 15.87
3462, 16.46874999, 15.85
3465, 27.44791666, 15.87
3468, 27.44791666, 15.86
3471, 27.44791666, 15.76
3474, 16.46874999, 15.76
3477, 16.46874999, 15.79
3480, 16.46874999, 15.68
3483, 16.46874999, 15.61
3485.995, 27.44791666, 15.52
3488.995, 27.44791666, 15.52
3492, 27.44791666, 15.47
3495, 27.44791666, 15.43
3498, 16.46874999, 15.37
3501, 27.44791666, 15.33
3504, 16.46874999, 15.27
3507, 27.44791666, 15.18
3510, 27.44791666, 15.11
3513, 27.44791666, 15.1
3516, 16.46874999, 14.88
3519, 16.46874999, 14.83
3522, 16.46874999, 14.82
3525, 16.46874999, 14.76
3528, 27.44791666, 14.76
3531, 16.46874999, 14.67
3534, 16.46874999, 14.65
3537, 16.46874999, 14.63
3540, 16.46874999, 14.52
3543, 16.46874999, 14.49
3545.995, 16.46874999, 14.65
3548.995, 27.44791666, 14.54
3552, 16.46874999, 14.54
3555, 27.44791666, 14.58
3558, 16.46874999, 14.64
3561, 16.46874999, 14.54
3564, 16.46874999, 14.52
3567, 16.46874999, 14.63
3570, 16.46874999, 14.7
3573, 16.46874999, 14.72
3576, 16.46874999, 14.57
3579, 16.46874999, 14.58
3582, 27.44791666, 14.5
3585, 16.46874999, 14.62
3588, 16.46874999, 14.64
3591, 16.46874999, 14.74
3594, 27.44791666, 14.75
3597, 16.46874999, 14.57
3600, 27.44791666, 14.57
3603, 16.46874999, 14.59
3605.995, 16.46874999, 14.43
3608.995, 16.46874999, 14.41
3612, 27.44791666, 14.46
3615, 16.46874999, 14.37
3618, 27.44791666, 14.42
3620.87, 16.46874999, 14.5
3624, 16.46874999, 14.45
3627, 27.44791666, 14.54
3630, 16.46874999, 14.48
3633, 27.44791666, 14.54
3636, 16.46874999, 14.5
3639, 16.46874999, 14.49
3642, 27.44791666, 14.54
3645, 16.46874999, 14.42
3648, 27.44791666, 14.42
3651, 16.46874999, 14.54
3654, 16.46874999, 14.58
3657, 16.46874999, 14.49
3659.87, 27.44791666, 14.47
3663, 27.44791666, 14.43
3665.995, 16.46874999, 14.4
3668.87, 27.44791666, 14.43
3672, 16.46874999, 14.38
3675, 16.46874999, 14.35
3678, 27.44791666, 14.52
3681, 16.46874999, 14.5
3684, 16.46874999, 14.42
3687, 27.44791666, 14.5
3690, 16.46874999, 14.52
3693, 27.44791666, 14.4
3696, 16.46874999, 14.39
3699, 16.46874999, 14.2
3702, 16.46874999, 14.22
3705, 27.44791666, 14.1
3708, 27.44791666, 13.93
3711, 16.46874999, 13.96
3714, 16.46874999, 13.96
3717, 27.44791666, 13.91
3720, 27.44791666, 13.95
3723, 16.46874999, 13.96
3725.995, 27.44791666, 13.92
3728.995, 16.46874999, 13.96
3732, 16.46874999, 13.98
3735, 27.44791666, 14.03
3738, 27.44791666, 14.09
3741, 16.46874999, 13.95
3744, 16.46874999, 13.92
3747, 16.46874999, 13.99
3750, 27.44791666, 13.93
3753, 27.44791666, 13.85
3756, 27.44791666, 13.76
3759, 16.46874999, 13.71
3762, 27.44791666, 13.65
3765, 9689.11458, 13.55
3768, 12971.88541, 13.74
3771, 12104.53125, 14.43
3774, 12483.3125, 15.99
3777, 15519.05208, 18.38
3780, 15112.82291, 21.32
3783, 15299.46874, 24.58
3785.995, 14964.60416, 27.89
3788.995, 14926.17708, 31.17
3792, 15277.51041, 34.38
3795, 16106.43749, 37.23
3798, 16007.62499, 39.75
3801, 16210.73958, 42.12
3804, 16210.73958, 44.16
3807, 16369.93749, 46.08
3810, 16210.73958, 47.78
3813, 16106.43749, 49.43
3816, 16018.60416, 50.78
3819, 15842.93749, 52.07
3822, 15848.42708, 53.12
3825, 15667.27083, 54.14
3828, 15667.27083, 54.92
3831, 15508.07291, 55.7
3834, 15409.26041, 56.46
3837, 15409.26041, 56.95
3840, 15140.27083, 57.46
3843, 15030.47916, 57.79
3845.995, 14777.95833, 58.2
3848.995, 14854.81249, 58.46
3852, 14772.46874, 58.66
3855, 14690.12499, 58.64
3858, 14772.46874, 58.73
3861, 14596.80208, 58.95
3864, 14596.80208, 58.93
3867, 14596.80208, 59.07
3870, 14596.80208, 59.14
3873, 14596.80208, 59.1
3876, 14596.80208, 59.15
3879, 14624.24999, 59.2
3882, 14668.16666, 59.23
3885, 14695.61458, 59.23
3888, 14690.12499, 59.35
3891, 14492.49999, 59.3
3894, 14421.13541, 59.45
3897, 14492.49999, 59.51
3900, 14421.13541, 59.45
3903, 14421.13541, 59.48
3905.995, 14492.49999, 59.55
3908.995, 14492.49999, 59.55
3912, 14596.80208, 59.55
3915, 14569.35416, 59.4
3918, 14596.80208, 59.5
3921, 14596.80208, 59.5
3924, 14596.80208, 59.58
3927, 14695.61458, 59.59
3930, 14690.12499, 59.68
3933, 14679.14583, 59.77
3936, 14624.24999, 59.57
3939, 14596.80208, 59.82
3942, 14596.80208, 59.85
3945, 14695.61458, 59.94
3948, 14596.80208, 59.93
3951, 14690.12499, 59.92
3954, 14690.12499, 59.96
3957, 14690.12499, 60
3960, 14695.61458, 59.97
3963, 14706.59374, 60.04
3965.995, 14596.80208, 60.12
3968.995, 14624.24999, 60.16
3971.87, 14596.80208, 60.26
3975, 14596.80208, 60.36
3978, 14679.14583, 60.4
3981, 14596.80208, 60.32
3984, 14596.80208, 60.37
3987, 14596.80208, 60.44
3990, 14596.80208, 60.41
3993, 14596.80208, 60.41
3996, 14695.61458, 60.44
3999, 14695.61458, 60.45
4002, 14695.61458, 60.45
4005, 14695.61458, 60.47
4008, 14596.80208, 60.5
4011, 14596.80208, 60.57
4014, 14690.12499, 60.54
4017, 14596.80208, 60.62
4020, 14668.16666, 60.62
4023, 14596.80208, 60.62
4025.995, 14679.14583, 60.55
4028.995, 14596.80208, 60.61
4032, 14519.94791, 60.52
4035, 14668.16666, 60.61
4038, 14519.94791, 60.66
4041, 14596.80208, 60.68
4044, 14514.45833, 60.73
4047, 14596.80208, 60.77
4050, 14492.49999, 60.81
4053, 14574.84374, 60.82
4056, 14503.47916, 60.81
4059, 14596.80208, 60.75
4062, 14596.80208, 60.75
4065, 14596.80208, 60.71
4068, 14668.16666, 60.67
4071, 14569.35416, 60.76
4074, 14596.80208, 60.78
4077, 14596.80208, 60.7
4080, 14596.80208, 60.78
4083, 14503.47916, 60.84
4085.995, 14492.49999, 60.94
4088.995, 14432.11458, 60.97
4092, 14492.49999, 60.92
4095, 14503.47916, 60.88
4098, 14355.26041, 60.85
4101, 14503.47916, 60.85
4104, 14492.49999, 60.73
4107, 14503.47916, 60.72
4110, 14514.45833, 60.81
4113, 14596.80208, 60.72
4116, 14519.94791, 60.73
4119, 14421.13541, 60.81
4122, 14487.01041, 60.84
4125, 14492.49999, 61.02
4128, 14432.11458, 60.98
4131, 14421.13541, 60.91
4134, 14596.80208, 60.86
4137, 14514.45833, 60.83
4140, 14596.80208, 60.85
4143, 14487.01041, 60.78
4145.995, 14514.45833, 60.82
4148.995, 14492.49999, 60.89
4152, 14492.49999, 60.82
4155, 14596.80208, 60.81
4158, 14487.01041, 60.87
4161, 14503.47916, 60.92
4164, 14492.49999, 60.96
4167, 14503.47916, 60.9
4170, 14519.94791, 60.88
4173, 14432.11458, 60.86
4175.87, 14492.49999, 60.82
4179, 14503.47916, 60.8
4182, 14492.49999, 60.83
4185, 14596.80208, 60.83
4188, 14492.49999, 60.84
4191, 14492.49999, 60.88
4194, 14410.15624, 60.92
4197, 14437.60416, 60.93
4200, 14421.13541, 60.97
4203, 14503.47916, 60.97
4205.995, 14432.11458, 60.9
4208.995, 14421.13541, 60.86
4211.87, 14492.49999, 60.83
4215, 14421.13541, 60.89
4218, 14492.49999, 60.97
4221, 14421.13541, 60.9
4224, 14492.49999, 60.93
4227, 14492.49999, 60.91
4230, 14492.49999, 60.88
4233, 14503.47916, 60.85
4236, 14437.60416, 60.92
4239, 14432.11458, 60.86
4242, 14503.47916, 60.93
4245, 14569.35416, 60.88
4248, 14432.11458, 60.85
4251, 14503.47916, 60.81
4254, 14432.11458, 60.83
4257, 14503.47916, 60.81
4260, 14492.49999, 60.78
4262.87, 14432.11458, 60.83
4265.995, 14432.11458, 60.79
4268.995, 14437.60416, 60.83
4272, 14432.11458, 60.88
4275, 14421.13541, 60.98
4278, 14338.79166, 60.96
4281, 14338.79166, 60.98
4284, 14338.79166, 60.98
4287, 14421.13541, 60.88
4290, 14432.11458, 60.82
4293, 14437.60416, 60.83
4296, 14432.11458, 60.84
4299, 14503.47916, 60.83
4302, 14432.11458, 60.86
4305, 14437.60416, 60.87
4308, 14437.60416, 60.86
4311, 14410.15624, 60.94
4314, 14421.13541, 60.9
4317, 14410.15624, 60.85
4320, 14437.60416, 60.82
4323, 14437.60416, 60.82
4325.995, 14355.26041, 60.81
4328.995, 14410.15624, 60.81
4332, 14355.26041, 60.87
4335, 14355.26041, 60.88
4338, 14338.79166, 60.86
4341, 14432.11458, 60.88
4344, 14338.79166, 60.83
4347, 14338.79166, 60.84
4350, 14338.79166, 60.83
4353, 14437.60416, 60.83
4356, 14338.79166, 60.8
4359, 14432.11458, 60.83
4362, 14432.11458, 60.82
4365, 14437.60416, 60.81
4368, 14338.79166, 60.8
4371, 14338.79166, 60.71
4374, 14338.79166, 60.8
4377, 14437.60416, 60.8
4380, 14404.66666, 60.85
4382.87, 14421.13541, 60.85
4385.995, 14421.13541, 60.87
4388.87, 14432.11458, 60.88
4391.87, 14338.79166, 60.83
4395, 14338.79166, 60.82
4398, 14432.11458, 60.89
4401, 14492.49999, 60.8
4404, 14432.11458, 60.88
4407, 14338.79166, 60.89
4410, 14338.79166, 60.84
4413, 14421.13541, 60.8
4416, 14338.79166, 60.85
4419, 14338.79166, 60.92
4422, 14410.15624, 60.91
4425, 14421.13541, 60.9
4428, 14421.13541, 60.99
4431, 14432.11458, 60.99
4434, 14338.79166, 60.93
4437, 14432.11458, 60.95
4440, 14338.79166, 61.02
4443, 14338.79166, 61.05
4445.995, 14338.79166, 60.98
4448.995, 14437.60416, 61
4452, 14437.60416, 60.95
4455, 14421.13541, 60.92
4458, 14432.11458, 60.83
4461, 14421.13541, 60.82
4464, 14432.11458, 60.8
4467, 14344.28124, 60.79
4470, 14432.11458, 60.74
4473, 14355.26041, 60.78
4476, 14410.15624, 60.83
4479, 14410.15624, 60.83
4482, 14338.79166, 60.92
4485, 14344.28124, 60.98
4488, 14338.79166, 61
4491, 14432.11458, 61.03
4494, 14421.13541, 60.93
4497, 14487.01041, 60.93
4500, 14503.47916, 60.9
4503, 14404.66666, 60.95
4505.995, 14492.49999, 60.98
4508.995, 14338.79166, 60.91
4512, 14338.79166, 60.96
4515, 14421.13541, 60.96
4518, 14432.11458, 61.07
4521, 14338.79166, 61.07
4524, 14410.15624, 61.14
4527, 14338.79166, 61.12
4530, 14432.11458, 61.07
4533, 14432.11458, 61.06
4536, 14410.15624, 61.07
4539, 14421.13541, 61.14
4542, 14327.81249, 61.03
4545, 14421.13541, 61.04
4548, 14421.13541, 61.07
4551, 14432.11458, 61.08
4554, 14261.93749, 61.13
4557, 14228.99999, 61.12
4560, 14338.79166, 61.14
4563, 14338.79166, 61.1
4565.995, 14261.93749, 61.06
4568.995, 14223.51041, 61.06
4572, 14338.79166, 61.02
4575, 14366.23958, 61.01
4578, 14410.15624, 60.97
4581, 14437.60416, 60.97
4584, 14426.62499, 61
4587, 14426.62499, 60.95
4590, 14421.13541, 60.95
4593, 14338.79166, 61.06
4596, 14421.13541, 61.07
4599, 14338.79166, 61.04
4602, 14421.13541, 61.07
4605, 14261.93749, 60.99
4608, 14344.28124, 61
4611, 14421.13541, 61.07
4614, 14421.13541, 60.97
4617, 14421.13541, 60.91
4620, 14426.62499, 60.9
4623, 14492.49999, 60.93
4625.995, 14338.79166, 60.97
4628.995, 14421.13541, 60.98
4632, 14355.26041, 61
4635, 2223.281249, 61.02
4638, 922.2499997, 60.83
4641, 16.46874999, 60.09
4644, 16.46874999, 58.76
4647, 27.44791666, 56.7
4650, 16.46874999, 54.12
4653, 27.44791666, 51.37
4656, 16.46874999, 48.47
4659, 27.44791666, 45.6
4662, 27.44791666, 42.97
4665, 16.46874999, 40.38
4668, 27.44791666, 38.13
4671, 16.46874999, 35.99
4674, 27.44791666, 34.02
4677, 27.44791666, 32.31
4680, 27.44791666, 30.75
4683, 27.44791666, 29.23
4685.995, 16.46874999, 27.93
4688.995, 16.46874999, 26.83
4692, 16.46874999, 25.79
4695, 16.46874999, 24.99
4698, 27.44791666, 24.17
4701, 27.44791666, 23.42
4704, 27.44791666, 22.86
4707, 27.44791666, 22.36
4710, 16.46874999, 21.84
4713, 27.44791666, 21.36
4716, 16.46874999, 20.86
4719, 27.44791666, 20.57
4722, 16.46874999, 20.2
4725, 16.46874999, 19.91
4728, 27.44791666, 19.6
4731, 27.44791666, 19.21
4734, 27.44791666, 19.06
4737, 16.46874999, 18.86
4740, 27.44791666, 18.6
4743, 27.44791666, 18.48
4745.995, 27.44791666, 18.3
4748.995, 27.44791666, 18.19
4752, 16.46874999, 18.08
4755, 16.46874999, 17.81
4758, 16.46874999, 17.84
4761, 27.44791666, 17.69
4764, 16.46874999, 17.59
4767, 27.44791666, 17.63
4770, 27.44791666, 17.6
4773, 16.46874999, 17.56
4776, 16.46874999, 17.53
4779, 27.44791666, 17.4
4782, 27.44791666, 17.37
4785, 27.44791666, 17.23
4788, 27.44791666, 17.22
4791, 16.46874999, 17.17
4794, 27.44791666, 17.2
4797, 27.44791666, 17.12
4800, 16.46874999, 17.21
4803, 16.46874999, 17.19
4805.995, 27.44791666, 17.19
4808.995, 16.46874999, 17.19
4812, 16.46874999, 17.18
4815, 27.44791666, 17.17
4818, 16.46874999, 17.11
4821, 27.44791666, 17.05
4824, 16.46874999, 16.99
4827, 27.44791666, 16.99
4830, 27.44791666, 16.87
4833, 16.46874999, 16.79
4836, 27.44791666, 16.73
4839, 27.44791666, 16.66
4842, 27.44791666, 16.6
4845, 16.46874999, 16.62
4848, 16.46874999, 16.63
4851, 27.44791666, 16.62
4854, 16.46874999, 16.62
4857, 16.46874999, 16.59
4860, 27.44791666, 16.61
4863, 27.44791666, 16.57
4865.995, 27.44791666, 16.59
4868.995, 27.44791666, 16.58
4872, 27.44791666, 16.48
4875, 16.46874999, 16.47
4878, 27.44791666, 16.51
4881, 27.44791666, 16.46
4884, 27.44791666, 16.44
4887, 16.46874999, 16.44
4890, 27.44791666, 16.48
4893, 27.44791666, 16.48
4896, 27.44791666, 16.44
4899, 16.46874999, 16.43
4902, 27.44791666, 16.48
4905, 27.44791666, 16.39
4908, 16.46874999, 16.25
4911, 27.44791666, 16.24
4914, 16.46874999, 16.18
4917, 27.44791666, 16.1
4920, 27.44791666, 16.09
4923, 16.46874999, 16.16
4925.995, 27.44791666, 16.1
4928.995, 27.44791666, 15.97
4932, 16.46874999, 16.06
4935, 27.44791666, 16.08
4938, 27.44791666, 15.96
4941, 16.46874999, 15.94
4944, 16.46874999, 15.95
4947, 27.44791666, 15.99
4950, 27.44791666, 15.91
4953, 16.46874999, 15.97
4956, 27.44791666, 15.96
4959, 16.46874999, 15.94
4962, 27.44791666, 15.93
4965, 27.44791666, 15.88
4968, 16.46874999, 15.8
4971, 27.44791666, 15.86
4974, 27.44791666, 15.8
4977, 16.46874999, 15.8
4980, 27.44791666, 15.8